styleID,partNumber,brandName,styleName,uniqueStyleName,title,description,baseCategory,categories,catalogPageNumber,newStyle,comparableGroup,companionGroup,brandImage,styleImage,prop65Chemicals,noeRetailing,boxRequired,import_status
9471,01942,M%26O,5500,5500M,Ring-Spun+T-Shirt,%3Cul%3E%3Cli%3E9.4+oz.%2C+100%25+preshrunk+ringspun+cotton+jersey%3C%2Fli%3E%3Cli%3ESport+Grey+is+90%2F10%26nbsp%3Bcotton%2Fpolyester%3C%2Fli%3E%3Cli%3ECover+seamed+neckline%3C%2Fli%3E%3Cli%3ETapered+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched+collar%2C+cuffs%2C+and+hem%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C57%2C71%2C87%2C127%2C169%2C179%2C184%2C212%2C234%2C273%2C307%2C385%2C488,71,,196,1355,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9471_fm.jpg,,,,0
9476,02042,M%26O,5520,5520M,Ring-Spun+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E9.4+oz.%2C+100%25+preshrunk+ringspun+cotton%3C%2Fli%3E%3Cli%3ESport+Grey+is+90%2F10+ringspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ECover+seamed+neck+line%3C%2Fli%3E%3Cli%3ETaped+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched+collar%2C+cuffs+and%26nbsp%3Bhem%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts+-+Long+Sleeve,8%2C21%2C56%2C71%2C87%2C148%2C169%2C184%2C212%2C273%2C307%2C385,0,,23,1355,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9476_fm.jpg,,,,0
9478,02142,M%26O,5540,5540,Raglan+Three-Quarter+Sleeve+Baseball+T-Shirt,%3Cul%3E%3Cli%3E9.4+oz.%2C+100%25+preshrunk+ringspun+cotton%26nbsp%3Bjersey%3C%2Fli%3E%3Cli%3EContrasting+ribbed+1x1+neck%3C%2Fli%3E%3Cli%3EThree-quarter%26nbsp%3Bsleeves%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hem%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts+-+Long+Sleeve,8%2C21%2C71%2C81%2C87%2C89%2C148%2C169%2C179%2C184%2C212%2C234%2C273%2C385%2C410%2C417%2C418%2C456%2C472%2C495,92,,20,1355,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9478_fm.jpg,,,,0
9480,02242,M%26O,5550,5550,Youth+T-Shirt,%3Cul%3E%3Cli%3E9.4+oz.%2C+100%25+preshrunk+cotton%3C%2Fli%3E%3Cli%3ESport+Grey+is+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESafety+colors+are+50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ETaped+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3ECoverseamed+neckline%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched+collar%2C+cuffs+%26amp%3B+hem%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C28%2C57%2C71%2C169%2C179%2C184%2C273%2C307%2C385%2C412,0,,0,1355,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9480_fm.jpg,,,,0
9481,02342,M%26O,5580,5580M,Sleeveless+T-Shirt,%3Cul%3E%3Cli%3E9.4+oz.%2C+100%25+preshrunk+ringspun+cotton%3C%2Fli%3E%3Cli%3EReactive+dyed%3C%2Fli%3E%3Cli%3EAthletic+Grey+is+90%2F10+ringspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EDouble-needle+coverstitched+%26nbsp%3Bneck%2C+armholes%2C%26nbsp%3Band+bottom+hem%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C63%2C64%2C71%2C87%2C148%2C169%2C179%2C184%2C212%2C273%2C307%2C385,0,,38,1355,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9481_fm.jpg,,,,0
9483,02442,M%26O,6500,6500M,Unisex+Fine+Jersey+T-Shirt,%3Cul%3E%3Cli%3E7.4+oz.%2C+100%25+ringspun+cotton%2C+fine+knit+jersey%2C+30+singles%3C%2Fli%3E%3Cli%3ERibbed+crew+taped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeves+and+bottom+hem%3C%2Fli%3E%3Cli%3ETubular%26nbsp%3B%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C57%2C71%2C87%2C148%2C158%2C159%2C179%2C212%2C234%2C240%2C271%2C307%2C385,0,,0,1345,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9483_fm.jpg,,,,0
9529,03042,M%26O,6500M,6500MM,Unisex+Vintage+Garment-Dyed+T-Shirt,%3Cul%3E%3Cli%3E4.8+oz.%2Fyd%C2%B2+%28US%29+8.1%26nbsp%3Boz.%2FL+yd+%28CA%29+100%25+ringspun+cotton%3C%2Fli%3E%3Cli%3ESofter+garment+dyed+fabric%3C%2Fli%3E%3Cli%3ESelf-fabric+neck+and%26nbsp%3Bshoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3Cli%3EUSMCA+Compliant%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C57%2C71%2C87%2C148%2C159%2C166%2C179%2C184%2C212%2C272%2C312%2C385,71,,719,0,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9529_fm.jpg,,,,0
9484,02542,M%26O,6520,6520,Cotton+Tank+Top,%3Cul%3E%3Cli%3E7.4+oz.%2C+100%25+ringspun+cotton%26nbsp%3Bfine+knit+jersey%2C+30+singles%3C%2Fli%3E%3Cli%3EHeather+Grey+is+90%2F10+rinspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ERibbed+crew+taped+neck%3C%2Fli%3E%3Cli%3EShoulders+with+double-needle+sleeves%2C+bottom+hem%3C%2Fli%3E%3Cli%3ETubular%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3Cli%3E%3Cstrong%3E%3Cspan+style%3D%22color%3A+%23ff0000%3B%22%3E%3Ca+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fp%2Fm_o%2F4505%22%3ENew+style+number%3A+4505%3C%2Fa%3E%3C%2Fspan%3E%3C%2Fstrong%3E%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,21%2C63%2C64%2C87%2C148%2C307%2C385,0,,0,0,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9484_fm.jpg,,,,0
9486,02742,M%26O,7002,7002M,Ring-Spun+Piqu%C3%A9+Polo,%3Cul%3E%3Cli%3E11.3+oz.%2C+100%25+preshrunk+ringspun+cotton%3C%2Fli%3E%3Cli%3EAthletic+Grey+is+90%2F10+ringspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ETaped+shoulder-to-shoulder%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched+collar%2C+cuffs+and+hem%3C%2Fli%3E%3Cli%3EQuarter-turned+body%3C%2Fli%3E%3Cli%3ETubular%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,Sport+Shirts,18%2C52%2C57%2C71%2C87%2C115%2C148%2C158%2C169%2C179%2C212%2C275%2C307%2C385%2C393,103,,0,1347,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9486_fm.jpg,,,,0
9539,03142,M%26O,7006,7006M,Soft+Touch+Polo,%3Cul%3E%3Cli%3E11.3+oz.%2C+50%2F50%26nbsp%3Bcotton%2Fpolyester+new%26nbsp%3Bpiqu%C3%A9%3C%2Fli%3E%3Cli%3ETaped+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3EThree+button+placket%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched%26nbsp%3Bcollar%2C+cuffs+and+hem%3C%2Fli%3E%3Cli%3EQuarter+turned%3C%2Fli%3E%3Cli%3ETubular%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,Sport+Shirts,18%2C52%2C57%2C70%2C87%2C139%2C148%2C158%2C184%2C188%2C219%2C275%2C328%2C385%2C393%2C417%2C418,104,,286,1341,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9539_fm.jpg,,,,0
9542,03242,M%26O,7007,7007M,Women%27s+Soft+Touch+Polo,%3Cul%3E%3Cli%3E11.3+oz.%2C+50%2F50%26nbsp%3Bcotton%2Fpolyester%26nbsp%3Bnew%26nbsp%3Bpiqu%C3%A9%3C%2Fli%3E%3Cli%3EContoured+fit%3C%2Fli%3E%3Cli%3ETaped+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3EThree+button+placket%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched%26nbsp%3Bcollar%2C+cuffs+and+hem%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,Sport+Shirts,13%2C18%2C52%2C57%2C70%2C115%2C148%2C156%2C179%2C184%2C219%2C275%2C385%2C393%2C417%2C418%2C456%2C474,104,,219,1341,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9542_fm.jpg,,,,0
9547,03342,M%26O,7600,7600M,Women%27s+Ringspun+Polo,%3Cul%3E%3Cli%3E11.3+oz.%2C+100%25+ring-spun+cotton%2C+preshrunk%3C%2Fli%3E%3Cli%3EContoured+fit%3C%2Fli%3E%3Cli%3EWelt+collar%3C%2Fli%3E%3Cli%3ETaped+shoulder+to+shoulder%3C%2Fli%3E%3Cli%3EDouble-needle+topstitched%26nbsp%3Bcollar%2C+cuffs+and+hem%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ENAFTA+Compliant%3C%2Fli%3E%3C%2Ful%3E,Sport+Shirts,13%2C18%2C52%2C57%2C71%2C114%2C148%2C156%2C169%2C179%2C184%2C212%2C275%2C321%2C385%2C393,103,,289,1347,Images%2FBrand%2F169_fm.jpg,Images%2FStyle%2F9547_fm.jpg,,,,0
3581,11095,Mega+Cap,6990,6990,Herringbone+Trucker+Cap,%3Cul%3E%3Cli%3E65%2F35+cotton%2Fpolyester%2C+Herringbone+fabric%3C%2Fli%3E%3Cli%3E100%25+polyester+mesh+back%3C%2Fli%3E%3Cli%3EUnstructured%2C+six-panel%2C+low-profile%3C%2Fli%3E%3Cli%3EPre-curved+fray+visor+with+contrasting+undervisor%3C%2Fli%3E%3Cli%3EHook-and-loop+closure%3C%2Fli%3E%3C%2Ful%3E,Headwear,11%2C72%2C77%2C87%2C118%2C136%2C147%2C148%2C155%2C157%2C160%2C168%2C184%2C188%2C215%2C220%2C239%2C245%2C246%2C247%2C324%2C360%2C367%2C392%2C406%2C408%2C423%2C425%2C457%2C466%2C468,0,1,416,0,Images%2FBrand%2F103_fm.jpg,Images%2FStyle%2F3581_fm.jpg,,,1,0
9442,01561,New+Balance,MT01017P,MT01017P,Tank+Top,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C16%2C21%2C64%2C74%2C85%2C148%2C167%2C185%2C220%2C325%2C385%2C387,79,,504,1367,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9442_fm.jpg,,,,0
9405,00461,New+Balance,MT53915,MT53915,Space+Dye+1%2F4+Zip+Pullover,%3Cul%3E%3Cli%3E84%2F16%26nbsp%3Bpolyester%2Fspandex%3C%2Fli%3E%3Cli%3ESpace+dye+knit%3C%2Fli%3E%3Cli%3EMesh+side+insets%2C+thumbholes%3C%2Fli%3E%3Cli%3EReflective+and+contrasting+logo+on+left+chest%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C16%2C48%2C56%2C142%2C146%2C148%2C185%2C200%2C220%2C387,0,,612,0,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9405_fm.jpg,,,,0
9406,00561,New+Balance,MT53953,MT53953,5K+Tech+Run+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EContrast+colour+insets+and+necktape%3C%2Fli%3E%3Cli%3ELogo+on+left+chest%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,2%2C16%2C21%2C57%2C85%2C148%2C159%2C185%2C220%2C307%2C385%2C387,0,,0,1368,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9406_fm.jpg,,,,0
9407,00661,New+Balance,MT61920,MT61920,Novelty+Tech+T-Shirt,%3Cul%3E%3Cli%3EKnit+body%3A+100%25+polyester%3C%2Fli%3E%3Cli%3EMesh+insets%3A+91%2F9+polyester%2Fspandex%3C%2Fli%3E%3Cli%3EReflective+accents%3C%2Fli%3E%3Cli%3ELogo+on+left+chest%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,2%2C16%2C21%2C57%2C85%2C87%2C148%2C159%2C185%2C200%2C220%2C307%2C325%2C385%2C387,0,,0,1368,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9407_fm.jpg,,,,0
9409,00761,New+Balance,MT81036P,MT81036P,Performance+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3ELightweight+polyester+construction%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3Cli%3ENo+bleed%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,16%2C21%2C57%2C74%2C85%2C148%2C159%2C167%2C185%2C220%2C325%2C340%2C385%2C387%2C409%2C410%2C417%2C418,78,,0,1342,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9409_fm.jpg,,,,0
9411,00861,New+Balance,MT81037P,MT81037P,Performance+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3ELightweight+polyester+construction%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3Cli%3ENo+bleed%3C%2Fli%3E%3C%2Ful%3E,T-Shirts+-+Long+Sleeve,2%2C16%2C21%2C56%2C74%2C85%2C87%2C148%2C159%2C167%2C185%2C220%2C328%2C350%2C385%2C387,84,,0,1342,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9411_fm.jpg,,,,0
9451,01661,New+Balance,TFWS663,TFWS663,Women%27s+Athletics+Split+Shorts,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EPolyester+shell+with+anti-microbial+crepe+brief%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3EInternal+branded+plush+elastic+waistband+with+drawcord%3C%2Fli%3E%3Cli%3EStash+pocket%3C%2Fli%3E%3Cli%3ELogo+on+left+side+at+hip+level%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C13%2C16%2C43%2C61%2C74%2C85%2C148%2C162%2C185%2C220%2C384%2C388%2C409,185,,627,0,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9451_fm.jpg,,,,0
9458,01761,New+Balance,TMMS555,TMMS555,Tech+Shorts,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EElasticated+waist+with+internal+drawcord%3C%2Fli%3E%3Cli%3ELogo+on+left+thigh%3C%2Fli%3E%3Cli%3ESide+seam+pockets%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C43%2C61%2C74%2C85%2C87%2C128%2C148%2C156%2C185%2C223%2C384%2C388%2C409%2C410,185,,626,1368,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9458_fm.jpg,,,,0
9686,01961,New+Balance,TMMT725,TMMT725,Thermal+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EBrushed-back%2C+stretch+performance+fleece%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3EPouch+pocket%3C%2Fli%3E%3Cli%3EHeat+transfer+logo+on+right+chest%3C%2Fli%3E%3C%2Ful%3E,Fleece,9%2C16%2C48%2C56%2C61%2C74%2C85%2C87%2C142%2C148%2C185%2C220%2C387,145,,612,0,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9686_fm.jpg,,,,0
9467,02061,New+Balance,TMWJ720,TMWJ720,Women%27s+Tech+Fit+Jacket,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EElasticated+cuffs%3C%2Fli%3E%3Cli%3ELogo+on+right+chest%3C%2Fli%3E%3Cli%3ETwo+way+center+front+zipper%3C%2Fli%3E%3Cli%3EZipper+hand+pockets%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C13%2C15%2C16%2C38%2C47%2C56%2C61%2C74%2C85%2C127%2C148%2C185%2C220%2C350%2C387,145,,623,1368,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9467_fm.jpg,,,,0
9414,00961,New+Balance,WJ53816,WJ53816,Women%27s+Studio+Jacket,%3Cul%3E%3Cli%3E84%2F16%26nbsp%3Bpolyester%2Fspandex%3C%2Fli%3E%3Cli%3EPindot+mesh+thumbholes+and+pockets%3C%2Fli%3E%3Cli%3EReflective+flying+logo+on+left+side+at+hip+level%3C%2Fli%3E%3C%2Ful%3E,Outerwear,2%2C13%2C16%2C38%2C47%2C56%2C61%2C85%2C146%2C148%2C185%2C220%2C325%2C387,0,,623,0,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9414_fm.jpg,,,,0
9469,02161,New+Balance,WT01017P,WT01017P,Women%27s+Tank+Top,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3C%2Ful%3E,Athletics,2%2C13%2C16%2C21%2C63%2C64%2C85%2C148%2C167%2C185%2C220%2C321%2C325%2C385%2C387,79,,625,1367,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9469_fm.jpg,,,,0
9424,01161,New+Balance,WT53817,WT53817,Women%27s+5K+Tech+Run+T-Shirt,%3Cul%3E%3Cli%3E91%2F9%26nbsp%3Bpolyester%2Fspandex%3C%2Fli%3E%3Cli%3EMini+mesh+ruching+at+waist%3C%2Fli%3E%3Cli%3EReflective+logo+on+left+chest%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,2%2C13%2C16%2C21%2C57%2C148%2C185%2C200%2C220%2C307%2C325%2C385%2C387,0,,0,1368,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9424_fm.jpg,,,,0
9426,01261,New+Balance,WT81036P,WT81036P,Women%27s+Performance+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3ELightweight+polyester+construction%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3Cli%3ENo+bleed%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,2%2C13%2C16%2C21%2C57%2C74%2C85%2C167%2C185%2C220%2C325%2C340%2C385%2C387%2C409%2C410%2C417%2C418,78,,0,1342,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9426_fm.jpg,,,,0
9430,01361,New+Balance,WT81037P,WT81037P,Women%27s+Performance+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3ELightweight+polyester+construction%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3Cli%3ENo+bleed%3C%2Fli%3E%3C%2Ful%3E,T-Shirts+-+Long+Sleeve,2%2C13%2C16%2C21%2C56%2C74%2C85%2C148%2C167%2C185%2C220%2C385%2C387%2C410,84,,0,1342,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9430_fm.jpg,,,,0
9436,01461,New+Balance,YB81004P,YB81004P,Youth+Performance+T-Shirt,%3Cul%3E%3Cli%3E100%25+polyester%3C%2Fli%3E%3Cli%3ELightweight+polyester+construction%3C%2Fli%3E%3Cli%3EAthletic+fit%3C%2Fli%3E%3Cli%3ENB+Dry+technology%3C%2Fli%3E%3Cli%3EMoisture-wicking+fabric%3C%2Fli%3E%3Cli%3EFast+drying%3C%2Fli%3E%3Cli%3ENo+bleed%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,2%2C16%2C21%2C28%2C57%2C74%2C85%2C167%2C185%2C220%2C340%2C385%2C387%2C410%2C412%2C417%2C418,78,,0,1342,Images%2FBrand%2F153_fm.jpg,Images%2FStyle%2F9436_fm.jpg,,,,0
9372,00144,Nike,725607,725607,Precision+Heather+Polo,%3Cul%3E%3Cli%3E6+oz.%2FL+yd%2C+79%2F21%26nbsp%3Bpolyester%2F%26nbsp%3Bspandex%2C+Dri-FIT%3C%2Fli%3E%3Cli%3EStandard+fit%3C%2Fli%3E%3Cli%3EHeat+transfer+swoosh+on+left+chest%3C%2Fli%3E%3Cli%3E5-button+placket%3C%2Fli%3E%3Cli%3EAll-over+heather%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3EPlease+note+Nike+products+cannot+be+exported+internationally.+Consult+our+%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3ETerms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fp%3E,Athletics,2%2C13%2C18%2C52%2C57%2C85%2C139%2C148%2C185%2C220%2C307%2C385%2C393,0,,0,0,Images%2FBrand%2F171_fm.jpg,Images%2FStyle%2F9372_fm.jpg,,,,0
9373,00244,Nike,811567,811567,Women%27s+Victory+Polo,%3Cul%3E%3Cli%3E6+oz.%2FL+yd%2C+100%25+Polyester%3C%2Fli%3E%3Cli%3EStandard+fit%3C%2Fli%3E%3Cli%3EDri-FIT+fabric+for+moisture+management%3C%2Fli%3E%3Cli%3EEmbroidered+tone-on-tone+swoosh+at+the+bottom+of+the+button+placket%3C%2Fli%3E%3Cli%3EAll-over+embossed+seasonal+print%3C%2Fli%3E%3Cli%3E5+tone-on-tone+button+placket+and+rounded+side+vents%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3EPlease+note+Nike+products+cannot+be+exported+internationally.+Consult+our+%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3ETerms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fp%3E,Sport+Shirts,2%2C13%2C16%2C18%2C52%2C57%2C85%2C108%2C167%2C185%2C220%2C270%2C307%2C385%2C393,0,,0,1364,Images%2FBrand%2F171_fm.jpg,Images%2FStyle%2F9373_fm.jpg,,,,0
9374,00344,Nike,818050,818050,Victory+Polo,%3Cul%3E%3Cli%3E6+oz.%2FL+yd%2C+100%25+Polyester%3C%2Fli%3E%3Cli%3EStandard+fit%3C%2Fli%3E%3Cli%3EEmbroidered+swoosh+on+left+sleeve%3C%2Fli%3E%3Cli%3ESolid+knit+collar%3C%2Fli%3E%3Cli%3EOpen+sleeves%3C%2Fli%3E%3Cli%3EUV+protection+to+30+UPF%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3EPlease+note+Nike+products+cannot+be+exported+internationally.+Consult+our+%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3ETerms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fp%3E,Sport+Shirts,2%2C16%2C18%2C52%2C57%2C85%2C87%2C173%2C185%2C220%2C270%2C307%2C328%2C385%2C393,0,,622,1364,Images%2FBrand%2F171_fm.jpg,Images%2FStyle%2F9374_fm.jpg,,,,0
9561,04844,Nike,833105,833105,Mobility+Jacquard+Polo,%3Cul%3E%3Cli%3E6.6+oz.%2FL+yd%2C+100%25+polyester+circular+knit+jacquard%2C+Dri-Fit%3C%2Fli%3E%3Cli%3EStandard+fit%3C%2Fli%3E%3Cli%3ESwoosh+on+left+chest%3C%2Fli%3E%3Cli%3EGussets+in+the+underarm%26nbsp%3B%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3EPlease+note+Nike+products+cannot+be+exported+internationally.+Consult+our+%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3ETerms+and+Conditions%3C%2Fa%3E+section+for+more+information.%26nbsp%3B%3C%2Fp%3E,Sport+Shirts,2%2C18%2C52%2C57%2C85%2C87%2C148%2C185%2C220%2C243%2C270%2C307%2C385%2C393,0,,0,0,Images%2FBrand%2F171_fm.jpg,Images%2FStyle%2F9561_fm.jpg,,,,0
9637,06944,Nike,846899,846899,Prevision+Zebra+Print+Polo,%3Cul%3E%3Cli%3E8.8+oz.%2FL+yd%2C+87%2F13%26nbsp%3Bpolyester%2F+spandex+plain+jersey%2C+Dri-FIT%3C%2Fli%3E%3Cli%3EAll-over+zebra+design%3C%2Fli%3E%3Cli%3Eswoosh+on+left+chest%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3EPlease+note+Nike+products+cannot+be+exported+internationally.+Consult+our+%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3ETerms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fp%3E,Sport+Shirts,2%2C13%2C18%2C52%2C57%2C85%2C139%2C148%2C185%2C220%2C307%2C385%2C393,0,,0,0,Images%2FBrand%2F171_fm.jpg,Images%2FStyle%2F9637_fm.jpg,,,,0
